Food Name,State,Type,Allergic Ingredients,Total Calories,Category
Kashmiri Seekh Kebab,Jammu and Kashmir,non-veg,none,400,Meal
Shami Kebab,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Fish Curry,Jammu and Kashmir,non-veg,none,400,Meal
Samosa,Jammu and Kashmir,veg,gluten,250,Meal
Kashmiri Mushroom Korma,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Chaat,Jammu and Kashmir,veg,none,300,Meal
Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,Meal
Kashmiri Chicken Stew,Jammu and Kashmir,non-veg,none,420,Meal
Rajma,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Bread,Jammu and Kashmir,veg,gluten,200,Meal
Chicken Pulao,Jammu and Kashmir,non-veg,none,400,Meal
Goshtaba Korma,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Lamb Curry,Jammu and Kashmir,non-veg,none,550,Meal
Kashmiri Rice Pudding,Jammu and Kashmir,veg,dairy,350,Meal
Kashmiri Cheese Curry,Jammu and Kashmir,veg,dairy,400,Meal
Kashmiri Vegetable Soup,Jammu and Kashmir,veg,none,150,Meal
Mutton Yakhni,Jammu and Kashmir,non-veg,none,420,Meal
Kashmiri Sweet Rice,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Mutton Pulao,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Onion Kebab,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Yogurt Curry,Jammu and Kashmir,veg,dairy,300,Meal
Kashmiri Veg Curry,Jammu and Kashmir,veg,none,320,Meal
Chicken Rogan Josh,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Saag Aloo,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,Meal
Kashmiri Lamb Kebab,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Creamed Mushrooms,Jammu and Kashmir,veg,dairy,300,Meal
Kashmiri Cauliflower Curry,Jammu and Kashmir,veg,none,280,Meal
Kashmiri Chili Chicken,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Paneer Butter Masala,Jammu and Kashmir,veg,dairy,400,Meal
Kashmiri Dum Meat,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Spinach Curry,Jammu and Kashmir,veg,none,280,Meal
Kashmiri Mutton Shank,Jammu and Kashmir,non-veg,none,550,Meal
Kashmiri Yogurt Soup,Jammu and Kashmir,veg,dairy,150,Meal
Kashmiri Saffron Rice,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Spiced Fish,Jammu and Kashmir,non-veg,none,400,Meal
Kashmiri Yogurt and Cucumber Salad,Jammu and Kashmir,veg,dairy,200,Snack
Kashmiri Dal,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Lemon Rice,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Rajma Chawal,Jammu and Kashmir,veg,none,400,Meal
Kashmiri Ginger Chicken,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Grilled Fish,Jammu and Kashmir,non-veg,none,350,Meal
Kashmiri Nut Pulao,Jammu and Kashmir,veg,nuts,400,Meal
Kashmiri Spicy Noodles,Jammu and Kashmir,veg,gluten,350,Meal
Kashmiri Mushroom Pulao,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Saag Paneer,Jammu and Kashmir,veg,dairy,400,Meal
Kashmiri Curd Rice,Jammu and Kashmir,veg,dairy,250,Meal
Kashmiri Lamb Chops,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Chicken Biryani,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Egg Curry,Jammu and Kashmir,veg,dairy,300,Meal
Kashmiri Veg Pakora,Jammu and Kashmir,veg,gluten,350,Meal
Kashmiri Rice and Yogurt,Jammu and Kashmir,veg,dairy,250,Meal
Kashmiri Meatballs,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Veg Curry with Rice,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Spiced Lentils,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Cauliflower Rice,Jammu and Kashmir,veg,none,250,Meal
Kashmiri Garlic Chicken,Jammu and Kashmir,non-veg,none,400,Meal
Kashmiri Chicken Nuggets,Jammu and Kashmir,non-veg,none,350,Meal
Kashmiri Spinach and Cheese,Jammu and Kashmir,veg,dairy,350,Meal
Kashmiri Eggplant Curry,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Chicken Kebabs,Jammu and Kashmir,non-veg,none,400,Meal
Kashmiri Yogurt with Fruit,Jammu and Kashmir,veg,dairy,200,Snack
Kashmiri Dum Chicken,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Veg Spring Rolls,Jammu and Kashmir,veg,gluten,350,Meal
Kashmiri Saag Meat,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Chickpea Curry,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Stuffed Naan,Jammu and Kashmir,veg,gluten,300,Meal
Kashmiri Garlic Rice,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Chicken Tikka,Jammu and Kashmir,non-veg,none,400,Meal
Kashmiri Ghee Rice,Jammu and Kashmir,veg,dairy,350,Meal
Kashmiri Veg Kebab,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Red Rice,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Green Curry,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Curry Rice,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Vegetable Kabab,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Chicken Masala,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Sweet Kebab,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Vegetable Pilaf,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Lamb Shank,Jammu and Kashmir,non-veg,none,550,Meal
Kashmiri Chicken Stew with Rice,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Sweet Curry,Jammu and Kashmir,veg,dairy,300,Meal
Kashmiri Cheese Kebab,Jammu and Kashmir,veg,dairy,350,Meal
Kashmiri Nutty Rice,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Tandoori Chicken,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Potato Curry,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Prawn Curry,Jammu and Kashmir,non-veg,none,400,Meal
Kashmiri Onion Raita,Jammu and Kashmir,veg,dairy,150,Meal
Kashmiri Lentil Soup,Jammu and Kashmir,veg,none,250,Meal
Kashmiri Carrot Halwa,Jammu and Kashmir,veg,dairy,350,Meal
Kashmiri Tandoori Veg,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Spiced Rice,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Mixed Veg Curry,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Chicken Soup,Jammu and Kashmir,non-veg,none,200,Meal
Kashmiri Dum Chicken with Rice,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Masala Rice,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Chicken Biryani with Yogurt,Jammu and Kashmir,non-veg,dairy,500,Meal
Kashmiri Aloo Gobi,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Yogurt Curry with Rice,Jammu and Kashmir,veg,dairy,300,Meal
Kashmiri Chicken and Veg Curry,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Paneer Tikka Masala,Jammu and Kashmir,veg,dairy,400,Meal
Kashmiri Rice and Meatballs,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Mutton Kofta,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Veg Pakoras,Jammu and Kashmir,veg,gluten,350,Meal
Kashmiri Spiced Naan,Jammu and Kashmir,veg,gluten,300,Meal
Kashmiri Chickpea Salad,Jammu and Kashmir,veg,none,250,Snack
Kashmiri Tomato Rice,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Spiced Yogurt with Veggies,Jammu and Kashmir,veg,dairy,250,Meal
Kashmiri Potato and Pea Curry,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Grilled Chicken,Jammu and Kashmir,non-veg,none,400,Meal
Kashmiri Mixed Vegetable Rice,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Chicken and Spinach Curry,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Veg Pilaf,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Pulao with Nuts,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Chicken Pulao,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Spiced Chickpeas,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Lamb Curry,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Rice and Chicken,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Cucumber Raita,Jammu and Kashmir,veg,dairy,200,Meal
Kashmiri Mutton Curry,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Veg Curd Rice,Jammu and Kashmir,veg,dairy,300,Meal
Kashmiri Chicken and Vegetable Biryani,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Veg Meatballs,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Lentil Curry,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Rice with Nuts,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Saag with Rice,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Chicken with Nuts,Jammu and Kashmir,non-veg,nuts,450,Meal
Kashmiri Yogurt and Veggie Salad,Jammu and Kashmir,veg,dairy,200,Snack
Kashmiri Spiced Cauliflower,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Lamb and Spinach Curry,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Veg Curry with Yoghurt,Jammu and Kashmir,veg,dairy,300,Meal
Kashmiri Eggplant and Potato Curry,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Chicken Korma,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Rajma with Rice,Jammu and Kashmir,veg,none,400,Meal
Kashmiri Nutty Curry,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Sweet Rice,Jammu and Kashmir,veg,dairy,350,Meal
Kashmiri Chicken and Rice with Yogurt,Jammu and Kashmir,non-veg,dairy,500,Meal
Kashmiri Spinach with Chicken,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Mixed Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,Meal
Kashmiri Lamb Kofta Curry,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Veg and Meat Curry,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Chicken and Mushroom Curry,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Chicken and Veg Biryani,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Mushroom and Spinach Curry,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Cucumber Salad with Yogurt,Jammu and Kashmir,veg,dairy,200,Snack
Kashmiri Saag Rice,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Veg Korma,Jammu and Kashmir,veg,dairy,350,Meal
Kashmiri Sweet Lentils,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Chicken and Vegetable Pilaf,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Veg and Nuts Pilaf,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Spinach Rice,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Chicken and Nut Pilaf,Jammu and Kashmir,non-veg,nuts,450,Meal
Kashmiri Saag with Rice,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Lamb and Chickpea Curry,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Chicken Tandoori,Jammu and Kashmir,non-veg,none,400,Meal
Kashmiri Carrot Rice,Jammu and Kashmir,veg,none,320,Meal
Kashmiri Chicken and Veg Pilaf,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Lentil and Vegetable Curry,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Chicken and Pea Curry,Jammu and Kashmir,non-veg,none,450,Meal
Kashmiri Rice and Lentil Soup,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Chicken with Rice and Nuts,Jammu and Kashmir,non-veg,nuts,500,Meal
Kashmiri Mixed Vegetable Soup,Jammu and Kashmir,veg,none,250,Meal
Kashmiri Saag and Chicken Curry,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Chicken and Spinach Pilaf,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Vegetable and Chicken Biryani,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Mixed Vegetable and Nut Curry,Jammu and Kashmir,veg,nuts,350,Meal
Kashmiri Chicken Biryani with Nuts,Jammu and Kashmir,non-veg,nuts,500,Meal
Kashmiri Vegetable and Lentil Soup,Jammu and Kashmir,veg,none,300,Meal
Kashmiri Chicken and Chickpea Pilaf,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Chicken and Vegetable Stew,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Rice and Veggie Curry,Jammu and Kashmir,veg,none,350,Meal
Kashmiri Chicken and Potato Stew,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Vegetable and Chicken Stew,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Spinach and Chicken Biryani,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Vegetable and Chickpea Biryani,Jammu and Kashmir,veg,nuts,400,Meal
Kashmiri Chicken and Lentil Biryani,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Mixed Veg Biryani,Jammu and Kashmir,veg,nuts,400,Meal
Kashmiri Vegetable and Chicken Korma,Jammu and Kashmir,non-veg,dairy,500,Meal
Kashmiri Lamb and Veg Korma,Jammu and Kashmir,non-veg,dairy,500,Meal
Kashmiri Chicken and Spinach Curry,Jammu and Kashmir,non-veg,none,500,Meal
Kashmiri Vegetable and Nut Biryani,Jammu and Kashmir,veg,nuts,400,Meal
Butter Chicken,Delhi,Non-Veg,"Dairy, Nuts",490,Meal
Chole Bhature,Delhi,Veg,"Gluten, Dairy",550,Meal
Paneer Tikka,Delhi,Veg,Dairy,270,Meal
Aloo Paratha,Delhi,Veg,"Gluten, Dairy",330,Breakfast
Rajma Chawal,Delhi,Veg,None,430,Meal
Dahi Bhalla,Delhi,Veg,Dairy,200,Meal
Pav Bhaji,Delhi,Veg,"Gluten, Dairy",400,Meal
Mutton Korma,Delhi,Non-Veg,None,580,Meal
Aloo Tikki,Delhi,Veg,None,180,Meal
Kebabs,Delhi,Non-Veg,None,320,Meal
Palak Paneer,Delhi,Veg,Dairy,290,Meal
Chicken Biryani,Delhi,Non-Veg,None,460,Meal
Aloo Chaat,Delhi,Veg,None,160,Meal
Kachori,Delhi,Veg,Gluten,310,Meal
Matar Kulcha,Delhi,Veg,Gluten,380,Meal
Tandoori Chicken,Delhi,Non-Veg,None,300,Meal
Dal Makhani,Delhi,Veg,Dairy,320,Meal
Bhindi Masala,Delhi,Veg,None,180,Meal
Samosa,Delhi,Veg,Gluten,260,Meal
Chicken Shawarma,Delhi,Non-Veg,None,420,Meal
Pani Puri,Delhi,Veg,Gluten,120,Meal
Shahi Paneer,Delhi,Veg,"Dairy, Nuts",400,Meal
Mutton Rogan Josh,Delhi,Non-Veg,None,480,Meal
Pulao,Delhi,Veg,None,350,Meal
Gol Gappe,Delhi,Veg,Gluten,150,Meal
Kathi Roll,Delhi,Non-Veg,"Gluten, Dairy",360,Meal
Chana Masala,Delhi,Veg,None,320,Meal
Bhatura,Delhi,Veg,"Gluten, Dairy",220,Meal
Seekh Kebab,Delhi,Non-Veg,None,380,Meal
Vegetable Biryani,Delhi,Veg,None,400,Meal
Chilli Paneer,Delhi,Veg,Dairy,350,Meal
Masala Dosa,Delhi,Veg,Gluten,230,Breakfast
Chicken Tikka,Delhi,Non-Veg,None,310,Meal
Malai Kofta,Delhi,Veg,"Dairy, Nuts",420,Meal
Bhel Puri,Delhi,Veg,Gluten,160,Meal
Bhindi Do Pyaza,Delhi,Veg,None,200,Meal
Egg Curry,Delhi,Non-Veg,None,340,Meal
Lamb Biryani,Delhi,Non-Veg,None,500,Meal
Paneer Butter Masala,Delhi,Veg,Dairy,450,Meal
Chicken Korma,Delhi,Non-Veg,"Dairy, Nuts",530,Meal
Aloo Gobi,Delhi,Veg,None,180,Meal
Fish Curry,Delhi,Non-Veg,None,370,Meal
Chole Puri,Delhi,Veg,Gluten,460,Meal
Kadhi Pakora,Delhi,Veg,"Dairy, Gluten",250,Meal
Mango Lassi,Delhi,Veg,Dairy,220,Meal
Paratha,Delhi,Veg,Gluten,300,Breakfast
Dhokla,Delhi,Veg,None,150,Meal
Murg Malai Tikka,Delhi,Non-Veg,Dairy,320,Meal
Raita,Delhi,Veg,Dairy,90,Meal
Vegetable Momos,Delhi,Veg,Gluten,200,Meal
Chicken Momos,Delhi,Non-Veg,Gluten,240,Meal
Khasta Kachori,Delhi,Veg,Gluten,280,Meal
Bharwa Baingan,Delhi,Veg,None,210,Meal
Dal Tadka,Delhi,Veg,None,260,Meal
Vegetable Spring Roll,Delhi,Veg,Gluten,240,Meal
Haleem,Delhi,Non-Veg,Gluten,500,Meal
Papdi Chaat,Delhi,Veg,Gluten,280,Meal
Vegetable Sandwich,Delhi,Veg,Gluten,240,Meal
Aloo Puri,Delhi,Veg,Gluten,400,Meal
Chole Kulche,Delhi,Veg,Gluten,420,Meal
Kesar Pista Kulfi,Delhi,Veg,"Dairy, Nuts",320,Meal
Jalebi,Delhi,Veg,Gluten,300,Meal
Rabri,Delhi,Veg,Dairy,420,Meal
Aloo Matar,Delhi,Veg,None,180,Meal
Tandoori Roti,Delhi,Veg,Gluten,150,Meal
Chicken Nihari,Delhi,Non-Veg,None,530,Meal
Paneer Paratha,Delhi,Veg,"Gluten, Dairy",320,Breakfast
Soya Chaap,Delhi,Veg,None,280,Meal
Chowmein,Delhi,Veg,Gluten,320,Meal
Matar Paneer,Delhi,Veg,Dairy,360,Meal
Vegetable Curry,Delhi,Veg,None,200,Meal
Chicken Curry,Delhi,Non-Veg,None,420,Meal
Stuffed Naan,Delhi,Veg,Gluten,380,Meal
Bhature,Delhi,Veg,"Gluten, Dairy",400,Meal
Pindi Chole,Delhi,Veg,None,340,Meal
Pista Barfi,Delhi,Veg,"Dairy, Nuts",250,Meal
Methi Paratha,Delhi,Veg,Gluten,220,Breakfast
Moong Dal Halwa,Delhi,Veg,Dairy,460,Meal
Kheer,Delhi,Veg,"Dairy, Nuts",280,Meal
Besan Laddu,Delhi,Veg,Nuts,300,Meal
Paneer Bhurji,Delhi,Veg,Dairy,320,Meal
Malpua,Delhi,Veg,Gluten,250,Meal
Butter Naan,Delhi,Veg,"Gluten, Dairy",300,Meal
Egg Bhurji,Delhi,Non-Veg,None,240,Meal
Naan,Delhi,Veg,Gluten,280,Meal
Soya Biryani,Delhi,Veg,None,340,Meal
Fruit Chaat,Delhi,Veg,None,120,Snack
Khakra,Dadra and Nagar Haveli,Veg,Gluten,120,Meal
Patra,Dadra and Nagar Haveli,Veg,"Nuts, Gluten",140,Meal
Sev Tameta Nu Shaak,Daman and Diu,Veg,Dairy,150,Meal
Handvo,Daman and Diu,Veg,"Dairy, Gluten",180,Meal
Khaman,Daman and Diu,Veg,Gluten,160,Meal
Undhiyu,Daman and Diu,Veg,Nuts,220,Meal
Lapsi,Dadra and Nagar Haveli,Veg,Gluten,210,Meal
Bhakri,Dadra and Nagar Haveli,Veg,Gluten,180,Meal
Paatra,Daman and Diu,Veg,"Gluten, Nuts",130,Meal
Methi na Gota,Daman and Diu,Veg,Gluten,160,Meal
Thepla,Dadra and Nagar Haveli,Veg,Gluten,140,Meal
Churma,Dadra and Nagar Haveli,Veg,"Dairy, Gluten",210,Meal
Farsan,Daman and Diu,Veg,"Gluten, Dairy",190,Meal
Dabeli,Daman and Diu,Veg,"Gluten, Nuts",230,Meal
Dal Dhokli,Dadra and Nagar Haveli,Veg,Gluten,160,Meal
Doodhpak,Daman and Diu,Veg,Dairy,250,Meal
Kadhi,Daman and Diu,Veg,Dairy,180,Meal
Bafauri,Dadra and Nagar Haveli,Veg,Nuts,120,Meal
Ghughra,Daman and Diu,Veg,"Dairy, Gluten",200,Meal
Ganthia,Daman and Diu,Veg,Gluten,170,Meal
Shrikhand,Daman and Diu,Veg,Dairy,270,Meal
Bhindi Fry,Daman and Diu,Veg,None,140,Meal
Moong Dal Halwa,Daman and Diu,Veg,"Dairy, Nuts",280,Meal
Muthiya,Dadra and Nagar Haveli,Veg,Gluten,150,Meal
Bajra Rotla,Dadra and Nagar Haveli,Vegan,None,180,Meal
Batata Vada,Dadra and Nagar Haveli,Veg,Gluten,250,Meal
Sabudana Khichdi,Dadra and Nagar Haveli,Veg,Nuts,200,Meal
Khichu,Daman and Diu,Veg,None,150,Meal
Pav Bhaji,Daman and Diu,Veg,"Gluten, Dairy",300,Meal
Dal Vada,Dadra and Nagar Haveli,Veg,Gluten,180,Meal
Ragda Pattice,Dadra and Nagar Haveli,Veg,"Gluten, Nuts",250,Meal
Surti Locho,Daman and Diu,Veg,Gluten,210,Meal
Chana Chor Garam,Dadra and Nagar Haveli,Veg,None,120,Meal
Puran Poli,Daman and Diu,Veg,"Gluten, Dairy",250,Meal
Khichdi,Dadra and Nagar Haveli,Veg,None,160,Meal
Gujarati Kadhi,Dadra and Nagar Haveli,Veg,Dairy,150,Meal
Doodh Halwa,Daman and Diu,Veg,Dairy,270,Meal
Panki,Dadra and Nagar Haveli,Veg,Gluten,140,Meal
Ghari,Daman and Diu,Veg,"Gluten, Dairy",280,Meal
Sev Khamani,Daman and Diu,Veg,Gluten,160,Meal
Rotla,Dadra and Nagar Haveli,Vegan,None,180,Meal
Piyush,Daman and Diu,Veg,Dairy,260,Meal
Kopra Pak,Daman and Diu,Veg,"Dairy, Nuts",320,Meal
Shrikhand Vadi,Daman and Diu,Veg,Dairy,250,Meal
Phafda,Daman and Diu,Veg,Gluten,220,Meal
Patudi,Dadra and Nagar Haveli,Veg,Gluten,170,Meal
Basundi,Daman and Diu,Veg,Dairy,280,Meal
Fafda,Dadra and Nagar Haveli,Veg,Gluten,200,Meal
Ghevar,Daman and Diu,Veg,"Dairy, Gluten",300,Meal
Sev Usal,Dadra and Nagar Haveli,Veg,"Gluten, Dairy",220,Meal
Khandvi,Daman and Diu,Veg,Dairy,160,Meal
Malpua,Daman and Diu,Veg,"Dairy, Gluten",270,Meal
Chorafali,Dadra and Nagar Haveli,Veg,Gluten,210,Meal
Sukhdi,Daman and Diu,Veg,"Dairy, Nuts",240,Meal
Mohanthal,Dadra and Nagar Haveli,Veg,Dairy,270,Meal
Nankhatai,Daman and Diu,Veg,"Dairy, Gluten",250,Meal
Dhokla,Daman and Diu,Veg,Gluten,190,Meal
Halvasan,Dadra and Nagar Haveli,Veg,"Dairy, Nuts",270,Meal
Kachori,Daman and Diu,Veg,"Gluten, Nuts",230,Meal
Chole Bhature,Chandigarh,Veg,Gluten,550,Meal
Palak Paneer,Chandigarh,Veg,Dairy,400,Meal
Butter Chicken,Chandigarh,Non-Veg,Dairy,700,Meal
Aloo Paratha,Chandigarh,Veg,Gluten,500,Breakfast
Rajma,Chandigarh,Veg,None,450,Meal
Kadhi Pakora,Chandigarh,Veg,"Dairy, Gluten",600,Meal
Tandoori Chicken,Chandigarh,Non-Veg,None,350,Meal
Paneer Tikka,Chandigarh,Veg,Dairy,450,Meal
Kachori,Chandigarh,Veg,Gluten,400,Meal
Daal Makhani,Chandigarh,Veg,Dairy,500,Meal
Golgappa,Chandigarh,Veg,Gluten,300,Meal
Pulao,Chandigarh,Veg,None,350,Meal
Chicken Biryani,Chandigarh,Non-Veg,None,600,Meal
Paneer Butter Masala,Chandigarh,Veg,Dairy,550,Meal
Chana Masala,Chandigarh,Veg,None,400,Meal
Aloo Gobi,Chandigarh,Veg,None,300,Meal
Mutton Korma,Chandigarh,Non-Veg,Dairy,700,Meal
Dosa,Chandigarh,Veg,Gluten,400,Breakfast
Idli,Chandigarh,Veg,Gluten,200,Breakfast
Samosa,Chandigarh,Veg,Gluten,350,Meal
Kachori,Chandigarh,Veg,Gluten,400,Meal
Chole,Chandigarh,Veg,None,400,Meal
Pakora,Chandigarh,Veg,Gluten,450,Meal
Makki Di Roti,Chandigarh,Veg,Gluten,300,Meal
Sarson Da Saag,Chandigarh,Veg,None,350,Meal
Pindi Chole,Chandigarh,Veg,None,450,Meal
Methi Thepla,Chandigarh,Veg,Gluten,400,Meal
Baingan Bharta,Chandigarh,Veg,None,300,Meal
Lassi,Chandigarh,Veg,Dairy,250,Meal
Raita,Chandigarh,Veg,Dairy,150,Meal
Naan,Chandigarh,Veg,Gluten,300,Meal
Rajma Chawal,Chandigarh,Veg,None,500,Meal
Murg Malai Tikka,Chandigarh,Non-Veg,Dairy,400,Meal
Kachori,Chandigarh,Veg,Gluten,400,Meal
Keema Naan,Chandigarh,Non-Veg,Gluten,500,Meal
Shahi Paneer,Chandigarh,Veg,Dairy,550,Meal
Dhokla,Chandigarh,Veg,Gluten,250,Meal
Dal Tadka,Chandigarh,Veg,None,350,Meal
Bhindi Masala,Chandigarh,Veg,None,200,Meal
Rajma,Chandigarh,Veg,None,450,Meal
Chana Chaat,Chandigarh,Veg,None,300,Meal
Methi Paratha,Chandigarh,Veg,Gluten,350,Breakfast
Bhutte Ka Kees,Chandigarh,Veg,None,300,Meal
Rawa Idli,Chandigarh,Veg,Gluten,250,Breakfast
Chole Puri,Chandigarh,Veg,Gluten,600,Meal
Tandoori Gobhi,Chandigarh,Veg,None,300,Meal
Daal Fry,Chandigarh,Veg,None,400,Meal
Pav Bhaji,Chandigarh,Veg,Gluten,500,Meal
Ghar Ka Paneer,Chandigarh,Veg,Dairy,400,Meal
Kofta Curry,Chandigarh,Veg,Dairy,600,Meal
Chicken Korma,Chandigarh,Non-Veg,Dairy,700,Meal
Rajma Galouti,Chandigarh,Veg,None,450,Meal
Hakka Noodles,Chandigarh,Veg,None,400,Meal
Vegetable Biryani,Chandigarh,Veg,None,550,Meal
Lamb Kebabs,Chandigarh,Non-Veg,None,500,Meal
Spicy Corn Tikki,Chandigarh,Veg,None,350,Meal
Paneer Pakora,Chandigarh,Veg,Dairy,400,Meal
Baida Roti,Chandigarh,Non-Veg,Gluten,450,Meal
Methi Thepla,Chandigarh,Veg,Gluten,400,Meal
Biryani,Chandigarh,Non-Veg,None,600,Meal
Kachori,Chandigarh,Veg,Gluten,350,Meal
Vegetable Pakora,Chandigarh,Veg,Gluten,500,Meal
Dal Makhani,Chandigarh,Veg,Dairy,500,Meal
Palak Chaat,Chandigarh,Veg,None,250,Meal
Keema Samosa,Chandigarh,Non-Veg,Gluten,450,Meal
Vegetable Khichdi,Chandigarh,Veg,None,400,Meal
Chicken Tikka,Chandigarh,Non-Veg,None,300,Meal
Vegetable Soup,Chandigarh,Veg,None,150,Meal
Chicken Korma,Chandigarh,Non-Veg,Dairy,700,Meal
Mushroom Tikka,Chandigarh,Veg,None,350,Meal
Chole Chaat,Chandigarh,Veg,None,300,Meal
Chana Chaat,Chandigarh,Veg,None,350,Meal
Vegetable Korma,Chandigarh,Veg,Dairy,500,Meal
Methi Paratha,Chandigarh,Veg,Gluten,350,Breakfast
Vegetable Samosa,Chandigarh,Veg,Gluten,400,Meal
Kachori,Chandigarh,Veg,Gluten,400,Meal
Chole,Chandigarh,Veg,None,400,Meal
Chana Masala,Chandigarh,Veg,None,450,Meal
Paneer Bhurji,Chandigarh,Veg,Dairy,400,Meal
Aloo Tikki,Chandigarh,Veg,None,250,Meal
